PoliticalEventKey,CountryKey,MonthKey,SumEvents,TotalEvents,NormalizedEvents1000,EventRootCode,EventRootDescr,EventCode,EventDescr,GoldsteinScale,AvgNumMentions,SumNumMentions,AvgAvgTone
2752,CAN,142,7694,1449281,5.308839348614933,19,FIGHT,192,Occupy territory,-9.5,12.21302313491032,93967,-0.664851097460361
2753,CAN,142,13539,1449281,9.341873660111464,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,15.347588448186714,207791,-2.034127568263619
2754,CAN,142,973,1449281,0.6713673883808592,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,12.163412127440903,11835,-1.3994778530062626
2755,CAN,142,78,1449281,0.053819790641014414,17,COERCE,1724,Impose state of emergency or martial law,-5.0,8.538461538461537,666,-3.093665351264147
2756,CAN,142,366,1449281,0.25253901762322145,17,COERCE,170,"Coerce, not specified below ",-7.0,14.076502732240439,5152,-3.165889150797123
2757,CAN,142,16632,1449281,11.476035358222456,19,FIGHT,193,Fight with small arms and light weapons,-10.0,16.860329485329462,280421,-2.8849719606812068
2758,CAN,142,18,1449281,0.01241995168638794,18,ASSAULT,185,Attempt to assassinate,-8.0,17.722222222222218,319,-4.903307444805477
2759,CAN,142,1928,1449281,1.3303148250753305,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,14.511929460580912,27979,-4.118949328603822
2760,CAN,142,2043,1449281,1.4096645164050312,17,COERCE,1712,Destroy property,-9.2,13.184043073910903,26935,-2.8344879727988213
2761,CAN,142,39461,1449281,27.227984083141923,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,15.723195053343805,620453,-4.3826445378695835
2762,CAN,142,473,1449281,0.32636873042563863,17,COERCE,1711,Confiscate property,-9.2,10.494714587737844,4964,-4.077625924085103
2763,CAN,142,8,1449281,0.0055199785272835285,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,20.25,162,-1.9882115332963823
2764,CAN,142,680,1449281,0.4691981748190999,17,COERCE,171,"Seize or damage property, not specified below",-9.2,10.970588235294123,7460,-4.235396103684545
2765,CAN,142,66,1449281,0.04553982285008911,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,6.2272727272727275,411,-3.3271271099943434
2766,CAN,142,600,1449281,0.4139983895462647,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,22.39833333333334,13439,-3.363377280180518
2767,CAN,142,73,1449281,0.0503698040614622,18,ASSAULT,1831,Carry out suicide bombing,-10.0,14.356164383561644,1048,-5.599365239660054
2768,CAN,142,1319,1449281,0.9101064596858718,19,FIGHT,195,Employ aerial weapons,-10.0,11.35557240333586,14978,-2.254192947081485
2769,CAN,142,68,1449281,0.04691981748191,17,COERCE,1722,Ban political parties or politicians,-5.0,16.426470588235293,1117,-2.1168820091397142
2770,CAN,142,323,1449281,0.2228691330390725,19,FIGHT,194,Fight with artillery and tanks,-10.0,8.235294117647054,2660,-2.950269645638767
2771,CAN,142,798,1449281,0.550617858096532,18,ASSAULT,1822,Torture,-9.0,12.854636591478696,10258,-4.189142630121398
2772,CAN,142,1883,1449281,1.2992649458593606,18,ASSAULT,182,"Physically assault, not specified below",-9.5,13.463621879978753,25352,-4.3350953910135175
2773,CAN,142,28,1449281,0.019319924845492352,18,ASSAULT,1832,Carry out car bombing,-10.0,12.285714285714285,344,-4.428697770010132
2774,CAN,142,1163,1449281,0.802466878403843,18,ASSAULT,1821,Sexually assault,-9.0,10.197764402407568,11860,-4.458165421296218
2775,CAN,142,3,1449281,0.0020699919477313233,19,FIGHT,196,Violate ceasefire ,-9.5,3.666666666666667,11,-3.9763364313492873
2776,MAR,142,257,79845,3.21873630158432,18,ASSAULT,1822,Torture,-9.0,18.754863813229576,4820,-5.600993322581341
2777,MAR,142,860,79845,10.770868557830797,19,FIGHT,193,Fight with small arms and light weapons,-10.0,9.07209302325581,7802,-2.2068911873871526
2778,MAR,142,29,79845,0.3632037071826664,17,COERCE,175,Use tactics of violent repression  ,-9.0,17.586206896551722,510,-4.833816113309116
2779,MAR,142,35,79845,0.4383493017721836,18,ASSAULT,1831,Carry out suicide bombing,-10.0,4.942857142857143,173,-4.0965328179319815
2780,MAR,142,53,79845,0.6637860855407351,17,COERCE,1712,Destroy property,-9.2,5.849056603773588,310,-4.7570006749020015
2781,MAR,142,3,79845,0.0375727972947586,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,9.66666666666667,29,-2.3955222398810667
2782,MAR,142,194,79845,2.429707558394389,19,FIGHT,195,Employ aerial weapons,-10.0,8.195876288659798,1590,-4.257944865526552
2783,MAR,142,22,79845,0.2755338468282297,18,ASSAULT,1823,Kill by physical assault,-10.0,7.909090909090909,174,-1.84795693016325
2784,MAR,142,149,79845,1.8661155989730105,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,11.208053691275168,1670,-5.348686423536548
2785,MAR,142,82,79845,1.0269897927234015,19,FIGHT,194,Fight with artillery and tanks,-10.0,17.76829268292683,1457,-6.174877852343683
2786,MAR,142,58,79845,0.7264074143653328,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,28.77586206896552,1669,-4.739189058596118
2787,MAR,142,11,79845,0.13776692341411484,17,COERCE,1722,Ban political parties or politicians,-5.0,4.545454545454545,50,-1.2193622205614227
2788,MAR,142,76,79845,0.9518441981338844,17,COERCE,170,"Coerce, not specified below ",-7.0,10.342105263157894,786,-5.75500667685629
2789,MAR,142,785,79845,9.831548625461833,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,11.626751592356682,9127,-2.9456866617182365
2790,MAR,142,46,79845,0.5761162251862985,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,9.391304347826091,432,-6.16501625634604
2791,MAR,142,2482,79845,31.085227628530284,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,10.044319097502012,24930,-4.2704602372787726
2792,MAR,142,19,79845,0.2379610495334711,17,COERCE,171,"Seize or damage property, not specified below",-9.2,70.63157894736844,1342,-1.0380097469774978
2793,MAR,142,307,79845,3.8449495898302968,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,11.423452768729641,3507,-5.126176245367426
2794,MAR,142,11,79845,0.13776692341411484,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,5.090909090909091,56,-3.7009542734355025
2795,MAR,142,3652,79845,45.738618573486136,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,17.2261774370208,62910,-5.334714050258336
2796,MAR,142,76,79845,0.9518441981338844,18,ASSAULT,186,Assassinate ,-10.0,8.868421052631579,674,-4.037328082214752
2797,MAR,142,178,79845,2.2293193061556766,17,COERCE,174,Expel or deport individuals,-5.0,8.696629213483147,1548,-3.833036996969815
2798,MAR,142,2,79845,0.02504853152983906,17,COERCE,1724,Impose state of emergency or martial law,-5.0,7.5,15,-8.34920634920635
2799,MAR,142,11,79845,0.13776692341411484,17,COERCE,1723,Impose curfew,-5.0,7.363636363636362,81,-0.6995171779292073
2800,MAR,142,143,79845,1.7909700043834929,18,ASSAULT,1821,Sexually assault,-9.0,21.468531468531452,3070,-6.127499835464863
2801,MAR,142,360,79845,4.508735675371033,19,FIGHT,192,Occupy territory,-9.5,12.855555555555556,4628,-1.7581126158168443
2802,MAR,142,123,79845,1.5404846890851025,18,ASSAULT,182,"Physically assault, not specified below",-9.5,17.422764227642286,2143,-5.957796895690611
2803,MAR,142,67,79845,0.8391258062496086,17,COERCE,1711,Confiscate property,-9.2,12.014925373134327,805,-3.9132168662209392
2804,MAR,142,77,79845,0.964368463898804,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,7.012987012987013,540,-3.541839974805128
2805,MAR,142,11,79845,0.13776692341411484,18,ASSAULT,185,Attempt to assassinate,-8.0,3.0909090909090913,34,-1.52246017364532
2806,COD,142,145,18962,7.646872692753929,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,9.59310344827586,1391,-4.145781704334817
2807,COD,142,125,18962,6.592131631684421,19,FIGHT,192,Occupy territory,-9.5,8.143999999999998,1018,-4.342325700603295
2808,COD,142,200,18962,10.547410610695074,19,FIGHT,193,Fight with small arms and light weapons,-10.0,10.395,2079,-1.9331214049054288
2809,COD,142,52,18962,2.7423267587807194,18,ASSAULT,186,Assassinate ,-10.0,5.5769230769230775,290,-3.0693796978654815
2810,COD,142,1428,18962,75.30851176036282,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,12.156162464986,17359,-4.148320960520247
2811,COD,142,4,18962,0.21094821221390148,19,FIGHT,194,Fight with artillery and tanks,-10.0,1.0,4,-0.8957085170923698
2812,COD,142,122,18962,6.433920472523996,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,8.991803278688526,1097,-3.6744264991526516
2813,COD,142,1,18962,0.05273705305347537,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,10.0,10,-4.27986037334952
2814,COD,142,54,18962,2.84780086488767,17,COERCE,1712,Destroy property,-9.2,7.1111111111111125,384,-3.1065129593650345
2815,COD,142,23,18962,1.2129522202299334,17,COERCE,174,Expel or deport individuals,-5.0,26.73913043478261,615,-6.005135108608591
2816,COD,142,1,18962,0.05273705305347537,18,ASSAULT,1832,Carry out car bombing,-10.0,4.0,4,-8.20514921183982
2817,COD,142,39,18962,2.05674506908554,18,ASSAULT,1822,Torture,-9.0,5.487179487179488,214,-5.850323879453247
2818,COD,142,2,18962,0.10547410610695074,18,ASSAULT,184,Use as human shield ,-8.0,2.0,4,-1.7657188861334399
2819,COD,142,41,18962,2.1622191751924897,18,ASSAULT,182,"Physically assault, not specified below",-9.5,23.585365853658534,967,-3.249889814215203
2820,COD,142,21,18962,1.1074781141229828,17,COERCE,170,"Coerce, not specified below ",-7.0,19.80952380952381,416,-3.644540606673357
2821,COD,142,19,18962,1.002004008016032,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,12.526315789473689,238,-5.985449356106992
2822,COD,142,27,18962,1.423900432443835,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,5.851851851851852,158,-3.7709041913645636
2823,COD,142,17,18962,0.8965299019090813,18,ASSAULT,1823,Kill by physical assault,-10.0,3.3529411764705883,57,-9.099075514759962
2824,COD,142,7,18962,0.3691593713743276,17,COERCE,1711,Confiscate property,-9.2,5.428571428571428,38,-2.3668305977823727
2825,COD,142,1,18962,0.05273705305347537,18,ASSAULT,1831,Carry out suicide bombing,-10.0,10.0,10,-4.69583778014941
2826,COD,142,116,18962,6.117498154203143,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,9.379310344827584,1088,-5.465572073482768
2827,COD,142,14,18962,0.7383187427486552,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,19.0,266,-1.0881390412075331
2828,COD,142,864,18962,45.56481383820272,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,8.403935185185192,7261,-5.232624160397124
2829,COD,142,1,18962,0.05273705305347537,17,COERCE,1724,Impose state of emergency or martial law,-5.0,8.0,8,-3.17055393586005
2830,COD,142,9,18962,0.4746334774812783,17,COERCE,171,"Seize or damage property, not specified below",-9.2,7.222222222222222,65,-6.563263406835056
2831,COD,142,1,18962,0.05273705305347537,17,COERCE,1723,Impose curfew,-5.0,1.0,1,-4.92424242424242
2832,COD,142,29,18962,1.5293745385507858,19,FIGHT,195,Employ aerial weapons,-10.0,9.827586206896553,285,-6.880074991855331
2833,COD,142,96,18962,5.0627570931336345,17,COERCE,175,Use tactics of violent repression  ,-9.0,15.229166666666664,1462,-0.9754518751733436
2834,COD,142,327,18962,17.245016348486445,18,ASSAULT,1821,Sexually assault,-9.0,9.605504587155966,3141,-4.280522139035299
2835,YEM,142,18,348313,0.051677657738872784,17,COERCE,1724,Impose state of emergency or martial law,-5.0,5.7222222222222205,103,-3.4135718318127246
2836,YEM,142,283,348313,0.8124876188944999,18,ASSAULT,1832,Carry out car bombing,-10.0,24.17314487632508,6841,-5.111496855818085
2837,YEM,142,221,348313,0.6344867977939382,18,ASSAULT,1822,Torture,-9.0,10.348416289592755,2287,-4.3148996096607775
2838,YEM,142,41,348313,0.11771022040521024,17,COERCE,1723,Impose curfew,-5.0,13.19512195121951,541,-3.6644240197682967
2839,YEM,142,1192,348313,3.4222093347075764,18,ASSAULT,182,"Physically assault, not specified below",-9.5,14.116610738255035,16827,-5.559890608745336
2840,YEM,142,614,348313,1.7627823250926609,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,20.685667752442995,12701,-4.677905806962436
2841,YEM,142,26,348313,0.07464550562281626,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,31.730769230769237,825,-4.163560789003244
2842,YEM,142,39,348313,0.1119682584342244,18,ASSAULT,185,Attempt to assassinate,-8.0,8.615384615384617,336,-2.1864870751814847
2843,YEM,142,112,348313,0.3215498703752085,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,6.0982142857142865,683,-3.7373666317171366
2844,YEM,142,48,348313,0.1378070873036608,18,ASSAULT,1823,Kill by physical assault,-10.0,7.0625,339,-4.9806794430562125
2845,YEM,142,1470,348313,4.220342048674612,18,ASSAULT,1831,Carry out suicide bombing,-10.0,30.365306122448978,44637,-5.201985262541254
2846,YEM,142,1684,348313,4.8347319795700985,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,18.2458432304038,30726,-2.7949823834062246
2847,YEM,142,27,348313,0.07751648660830919,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,7.037037037037037,190,-4.499575498927777
2848,YEM,142,1240,348313,3.5600164220112367,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,16.99919354838709,21079,-3.455702445666011
2849,YEM,142,273,348313,0.7837778090395707,17,COERCE,175,Use tactics of violent repression  ,-9.0,16.787545787545778,4583,-3.7969146119480497
2850,YEM,142,80,348313,0.22967847883943465,18,ASSAULT,1821,Sexually assault,-9.0,12.7125,1017,-5.331488701085945
2851,YEM,142,8925,348313,25.62350529552443,19,FIGHT,195,Employ aerial weapons,-10.0,17.152492997198884,153086,-4.939286353230632
2852,YEM,142,5593,348313,16.057396651861975,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,17.52833899517254,98036,-3.7227399168127584
2853,YEM,142,218,348313,0.6258738548374594,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,15.834862385321108,3452,-2.6790253489921243
2854,YEM,142,113,348313,0.3244208513607015,17,COERCE,170,"Coerce, not specified below ",-7.0,7.654867256637168,865,-4.377754830591932
2855,YEM,142,5,348313,0.014354904927464662,18,ASSAULT,184,Use as human shield ,-8.0,11.4,57,-6.221895218710227
2856,YEM,142,42063,348313,120.76207319278923,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,21.93055654613317,922465,-4.3405954268123725
2857,YEM,142,127,348313,0.3646145851576025,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,36.23622047244096,4602,-3.8091564373702123
2858,YEM,142,188,348313,0.5397444252726714,19,FIGHT,196,Violate ceasefire ,-9.5,9.058510638297868,1703,-5.145105982644823
2859,YEM,142,10,348313,0.028709809854929325,17,COERCE,1722,Ban political parties or politicians,-5.0,3.8,38,-4.454104136961737
2860,YEM,142,226,348313,0.648841702721403,17,COERCE,1711,Confiscate property,-9.2,13.831858407079649,3126,-2.9704220982552636
2861,YEM,142,5466,348313,15.692782066704373,19,FIGHT,193,Fight with small arms and light weapons,-10.0,20.056714233443106,109630,-4.161431725668667
2862,YEM,142,5932,348313,17.03065920594408,19,FIGHT,192,Occupy territory,-9.5,17.048887390424834,101134,-3.4286962059324666
2863,YEM,142,395,348313,1.1340374892697085,17,COERCE,174,Expel or deport individuals,-5.0,26.146835443037986,10328,-2.86784009686124
2864,YEM,142,746,348313,2.1417518151777277,18,ASSAULT,186,Assassinate ,-10.0,12.054959785522788,8993,-4.014499809765609
2865,YEM,142,647,348313,1.857524697613928,17,COERCE,1712,Destroy property,-9.2,14.106646058732615,9127,-4.190015448938465
2866,YEM,142,99,348313,0.2842271175638004,17,COERCE,171,"Seize or damage property, not specified below",-9.2,14.959595959595964,1481,-4.016424773332616
2867,YEM,142,2401,348313,6.893225346168532,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,18.82507288629737,45199,-4.388843068497241
2868,YEM,142,4169,348313,11.969119728520038,19,FIGHT,194,Fight with artillery and tanks,-10.0,16.432477812425052,68507,-5.234749514659757
2869,KEN,142,161,385681,0.4174434312294357,17,COERCE,175,Use tactics of violent repression  ,-9.0,10.465838509316773,1685,-3.2662952752732206
2870,KEN,142,479,385681,1.2419590283161472,18,ASSAULT,186,Assassinate ,-10.0,11.025052192066806,5281,-3.3571752495535128
2871,KEN,142,315,385681,0.8167371480575917,17,COERCE,174,Expel or deport individuals,-5.0,17.876190476190487,5631,-3.8101312454625287
2872,KEN,142,35,385681,0.09074857200639906,17,COERCE,1722,Ban political parties or politicians,-5.0,8.285714285714285,290,1.3601942001322656
2873,KEN,142,371,385681,0.9619348632678302,19,FIGHT,194,Fight with artillery and tanks,-10.0,17.773584905660375,6594,-6.567953810403488
2874,KEN,142,6184,385681,16.033976265359193,19,FIGHT,193,Fight with small arms and light weapons,-10.0,22.273932729624853,137742,-5.5219901568626035
2875,KEN,142,284,385681,0.7363598414233524,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,9.07394366197183,2577,-3.500433896537522
2876,KEN,142,25,385681,0.06482040857599933,18,ASSAULT,185,Attempt to assassinate,-8.0,17.759999999999994,444,-6.124036350129683
2877,KEN,142,115,385681,0.2981738794495969,18,ASSAULT,1831,Carry out suicide bombing,-10.0,7.260869565217392,835,-6.418840158516217
2878,KEN,142,22644,385681,58.71173327179715,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,18.142377671789426,410816,-5.733313552485696
2879,KEN,142,218,385681,0.5652339627827142,17,COERCE,171,"Seize or damage property, not specified below",-9.2,12.055045871559635,2628,-5.351701331889284
2880,KEN,142,2521,385681,6.536490000803772,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,10.065450218167397,25375,-3.515691869582656
2881,KEN,142,7,385681,0.018149714401279816,17,COERCE,1724,Impose state of emergency or martial law,-5.0,6.142857142857142,43,-3.48831848429528
2882,KEN,142,577,385681,1.4960550299340647,18,ASSAULT,1821,Sexually assault,-9.0,11.688041594454074,6744,-5.997097332291293
2883,KEN,142,588,385681,1.5245760097075045,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,17.78061224489797,10455,-6.745073519981354
2884,KEN,142,105,385681,0.2722457160191972,18,ASSAULT,1823,Kill by physical assault,-10.0,8.638095238095241,907,-6.439625938953128
2885,KEN,142,198,385681,0.5133776359219147,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,14.116161616161616,2795,-6.834252659317176
2886,KEN,142,504,385681,1.3067794368921466,17,COERCE,1712,Destroy property,-9.2,11.527777777777786,5810,-4.357897603749328
2887,KEN,142,1455,385681,3.772547779123161,19,FIGHT,192,Occupy territory,-9.5,8.963573883161516,13042,-3.6336677837497904
2888,KEN,142,810,385681,2.1001812378623788,19,FIGHT,195,Employ aerial weapons,-10.0,16.430864197530862,13309,-6.424095159634224
2889,KEN,142,1006,385681,2.608373241098213,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,19.608349900596426,19726,-5.424594627272499
2890,KEN,142,1,385681,0.002592816343039973,19,FIGHT,196,Violate ceasefire ,-9.5,8.0,8,2.02429149797571
2891,KEN,142,194,385681,0.5030063705497548,18,ASSAULT,1832,Carry out car bombing,-10.0,10.402061855670103,2018,-6.973900503476735
2892,KEN,142,204,385681,0.5289345339801546,17,COERCE,170,"Coerce, not specified below ",-7.0,15.691176470588234,3201,-5.238454090103877
2893,KEN,142,17,385681,0.04407787783167955,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,5.352941176470587,91,-2.3741794318357883
2894,KEN,142,2705,385681,7.013568207923128,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,17.95600739371532,48571,-6.3675133092085
2895,KEN,142,6,385681,0.015556898058239841,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,8.166666666666666,49,-1.8624959812958928
2896,KEN,142,138,385681,0.35780865533951633,17,COERCE,1711,Confiscate property,-9.2,6.398550724637682,883,-4.694485756800939
2897,KEN,142,343,385681,0.8893360056627109,18,ASSAULT,1822,Torture,-9.0,11.422740524781338,3918,-6.266382580610004
2898,KEN,142,751,385681,1.94720507362302,18,ASSAULT,182,"Physically assault, not specified below",-9.5,10.917443408788284,8199,-5.719609215241291
2899,KEN,142,221,385681,0.5730124118118342,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,18.538461538461547,4097,-3.984938208463887
2900,KEN,142,213,385681,0.5522698810675144,17,COERCE,1723,Impose curfew,-5.0,16.093896713615013,3428,-5.4616445008060195
2901,KEN,142,9207,385681,23.872060070369034,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,12.986206147496464,119564,-4.994183092254554
2902,USA,142,518,20581513,0.025168217710719323,17,COERCE,1722,Ban political parties or politicians,-5.0,8.444015444015445,4374,-2.4168535047027184
2903,USA,142,117,20581513,0.0056847132667068746,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,9.401709401709402,1100,-2.8620366193051185
2904,USA,142,821839,20581513,39.9309321914283,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,16.797417742404534,13804773,-5.592791901265636
2905,USA,142,13638,20581513,0.6626335002679347,17,COERCE,171,"Seize or damage property, not specified below",-9.2,13.440900425282294,183307,-4.79962150240605
2906,USA,142,26521,20581513,1.2885835944131028,18,ASSAULT,186,Assassinate ,-10.0,11.080125183816595,293856,-1.9601790536338124
2907,USA,142,1579,20581513,0.07671933545410389,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,5.0411652944901855,7960,-2.6633445451475093
2908,USA,142,4445,20581513,0.2159705168419834,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,19.368953880764888,86095,-4.443379975887492
2909,USA,142,17125,20581513,0.8320573905329506,19,FIGHT,195,Employ aerial weapons,-10.0,12.900846715328464,220927,-2.767477016349773
2910,USA,142,1336,20581513,0.0649126232847896,18,ASSAULT,185,Attempt to assassinate,-8.0,9.830089820359284,13133,-3.864664096918847
2911,USA,142,28558,20581513,1.3875559100052557,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,14.818124518523712,423176,-3.9520104871660457
2912,USA,142,1838,20581513,0.08930344430946355,18,ASSAULT,1831,Carry out suicide bombing,-10.0,7.965179542981497,14640,-4.603300899150917
2913,USA,142,7127,20581513,0.346281636340341,18,ASSAULT,1823,Kill by physical assault,-10.0,12.714466114774794,90616,-5.491123383340522
2914,USA,142,766359,20581513,37.23530918256593,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,18.896138754813368,14481226,-3.699063755474448
2915,USA,142,34258,20581513,1.664503479408924,18,ASSAULT,182,"Physically assault, not specified below",-9.5,17.46500087570785,598316,-4.840651673148746
2916,USA,142,9030,20581513,0.4387432546868639,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,16.813953488372096,151830,-3.812235633441965
2917,USA,142,37,20581513,0.0017977298364799516,18,ASSAULT,184,Use as human shield ,-8.0,6.72972972972973,249,-2.1328656457562585
2918,USA,142,12865,20581513,0.6250755228733671,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,15.069957248348233,193875,-1.7122599802989271
2919,USA,142,41863,20581513,2.034009841744871,18,ASSAULT,1821,Sexually assault,-9.0,15.112390416358124,632650,-5.71498737339896
2920,USA,142,11933,20581513,0.5797921659112233,18,ASSAULT,1822,Torture,-9.0,12.842034693706536,153244,-4.308986464492143
2921,USA,142,3228,20581513,0.15683978140965635,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,10.058859975216851,32470,-4.0001372147133365
2922,USA,142,6511,20581513,0.3163518639275937,17,COERCE,1723,Impose curfew,-5.0,11.172630932268467,72745,-1.9608099700522224
2923,USA,142,90,20581513,0.004372856359005289,19,FIGHT,196,Violate ceasefire ,-9.5,9.944444444444443,895,-3.5942713380947646
2924,USA,142,6481,20581513,0.3148942451412586,17,COERCE,1711,Confiscate property,-9.2,11.917451010646507,77237,-3.9042776427257926
2925,USA,142,24977,20581513,1.2135648142097228,17,COERCE,174,Expel or deport individuals,-5.0,15.92489089962764,397756,-3.9894092644740056
2926,USA,142,1010,20581513,0.0490731658066149,18,ASSAULT,1832,Carry out car bombing,-10.0,21.217821782178213,21430,-4.408800516826114
2927,USA,142,35593,20581513,1.7293675154008357,17,COERCE,1712,Destroy property,-9.2,17.4105301604248,619693,-3.3865616941499233
2928,USA,142,206741,20581513,10.044985516856805,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,16.96162348058682,3506663,-1.8322253708005467
2929,USA,142,168699,20581513,8.196627721198144,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,14.979786483618755,2527075,-5.6631539400626565
2930,USA,142,6956,20581513,0.3379732092582309,19,FIGHT,194,Fight with artillery and tanks,-10.0,11.501868890166769,80007,-2.955887479007328
2931,USA,142,4749,20581513,0.2307410538768457,17,COERCE,170,"Coerce, not specified below ",-7.0,12.499684144030313,59361,-3.9250246487315175
2932,USA,142,3283,20581513,0.15951208251793733,17,COERCE,1724,Impose state of emergency or martial law,-5.0,26.272311909838557,86252,-4.556026274807117
2933,USA,142,468604,20581513,22.768199791725714,19,FIGHT,193,Fight with small arms and light weapons,-10.0,25.413122807317066,11908691,-4.446752119172249
2934,USA,142,102409,20581513,4.975776076326361,19,FIGHT,192,Occupy territory,-9.5,13.043521565487405,1335774,-0.9180485184570552
2935,USA,142,5480,20581513,0.26625836497054417,17,COERCE,175,Use tactics of violent repression  ,-9.0,35.411678832116756,194056,-5.185308562524296
2936,IND,142,2072,2528493,0.8194604454115555,17,COERCE,174,Expel or deport individuals,-5.0,8.09121621621622,16765,-2.9982290770359743
2937,IND,142,260,2528493,0.10282804816940368,17,COERCE,1722,Ban political parties or politicians,-5.0,9.938461538461537,2584,-2.2279050305711148
2938,IND,142,1146,2528493,0.4532343969312946,17,COERCE,170,"Coerce, not specified below ",-7.0,11.06719022687609,12683,-4.411744151268495
2939,IND,142,849,2528493,0.3357731265223989,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,8.436984687868081,7163,-5.372824324452819
2940,IND,142,1024,2528493,0.4049843127902668,17,COERCE,171,"Seize or damage property, not specified below",-9.2,19.979492187500007,20459,-4.0457714243536715
2941,IND,142,26670,2528493,10.547784787223062,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,13.419010123734536,357885,-3.008025195285541
2942,IND,142,2458,2528493,0.972120547693824,18,ASSAULT,186,Assassinate ,-10.0,9.478030919446704,23297,-2.712063273804552
2943,IND,142,2,2528493,0.0007909849859184898,18,ASSAULT,184,Use as human shield ,-8.0,11.0,22,-7.380952380952389
2944,IND,142,14404,2528493,5.6966738685849645,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,11.884684809775074,171187,-5.431049579313566
2945,IND,142,130,2528493,0.05141402408470184,18,ASSAULT,1831,Carry out suicide bombing,-10.0,10.792307692307695,1403,-4.735054177053119
2946,IND,142,80018,2528493,31.646518301612854,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,10.081469169436877,806699,-4.6678414447334715
