PoliticalEventKey,CountryKey,MonthKey,SumEvents,TotalEvents,NormalizedEvents1000,EventRootCode,EventRootDescr,EventCode,EventDescr,GoldsteinScale,AvgNumMentions,SumNumMentions,AvgAvgTone
1145,YEM,64,128,89604,1.4285076559082184,17,COERCE,1711,Confiscate property,-9.2,7.999999999999994,1024,2.6303673168864714
1146,YEM,64,128,89604,1.4285076559082184,18,ASSAULT,186,Assassinate ,-10.0,4.1171875,527,4.357696243926194
1147,YEM,64,2,89604,0.022320432123565912,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,4.5,9,5.565319273579379
1148,YEM,64,1,89604,0.011160216061782956,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,4.0,4,2.99625468164794
1149,YEM,64,15,89604,0.16740324092674436,17,COERCE,171,"Seize or damage property, not specified below",-9.2,7.8,117,4.0594588037705615
1150,YEM,64,7,89604,0.0781215124324807,18,ASSAULT,184,Use as human shield ,-8.0,5.571428571428571,39,2.6385635825719733
1151,YEM,64,700,89604,7.812151243248068,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,9.891428571428571,6924,3.3581077558262287
1152,YEM,64,193,89604,2.15392169992411,17,COERCE,1712,Destroy property,-9.2,6.580310880829018,1270,3.60916053753235
1153,YEM,64,114,89604,1.272264631043257,17,COERCE,170,"Coerce, not specified below ",-7.0,6.219298245614038,709,3.5106483523621423
1154,YEM,64,5,89604,0.05580108030891478,17,COERCE,1722,Ban political parties or politicians,-5.0,6.4,32,5.034368895338023
1155,YEM,64,1097,89604,12.242757019775903,19,FIGHT,193,Fight with small arms and light weapons,-10.0,6.918869644484963,7590,3.1831383628199883
1156,YEM,64,8,89604,0.08928172849426365,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,5.125000000000001,41,4.093482494340881
1157,YEM,64,99,89604,1.1048613901165123,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,4.979797979797981,493,3.141856260333676
1158,YEM,64,325,89604,3.6270702200794607,19,FIGHT,194,Fight with artillery and tanks,-10.0,6.193846153846152,2013,3.487421146935672
1159,YEM,64,76,89604,0.8481764206955047,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,6.355263157894735,483,4.1269454395719
1160,YEM,64,89,89604,0.9932592294986832,18,ASSAULT,185,Attempt to assassinate,-8.0,9.41573033707865,838,4.2867298669316565
1161,YEM,64,11763,89604,131.2776215347529,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,9.682393947122335,113894,3.4257646794687475
1162,YEM,64,913,89604,10.18927726440784,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,6.973713033953997,6367,3.8314574369448238
1163,YEM,64,210,89604,2.3436453729744207,18,ASSAULT,1831,Carry out suicide bombing,-10.0,7.599999999999999,1596,3.4675092095685613
1164,YEM,64,11,89604,0.12276237667961253,19,FIGHT,196,Violate ceasefire ,-9.5,13.727272727272727,151,4.8842106484757135
1165,YEM,64,89,89604,0.9932592294986832,17,COERCE,174,Expel or deport individuals,-5.0,5.13483146067416,457,3.6488778784134484
1166,YEM,64,59,89604,0.6584527476451943,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,7.830508474576268,462,3.6558111325891316
1167,YEM,64,195,89604,2.176242132047676,18,ASSAULT,182,"Physically assault, not specified below",-9.5,6.210256410256412,1211,3.4704061851354853
1168,YEM,64,107,89604,1.1941431186107765,17,COERCE,175,Use tactics of violent repression  ,-9.0,5.579439252336449,597,3.153677565902393
1169,YEM,64,3861,89604,43.08959421454399,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,7.682983682983687,29664,3.2923312570490118
1170,YEM,64,809,89604,9.028614793982412,19,FIGHT,195,Employ aerial weapons,-10.0,9.180469715698392,7427,3.1693228556741824
1171,YEM,64,5,89604,0.05580108030891478,18,ASSAULT,1823,Kill by physical assault,-10.0,6.0,30,3.0163879243610414
1172,YEM,64,38,89604,0.4240882103477524,18,ASSAULT,1832,Carry out car bombing,-10.0,14.157894736842108,538,2.7312924698901373
1173,YEM,64,76,89604,0.8481764206955047,18,ASSAULT,1822,Torture,-9.0,7.0394736842105265,535,4.2623008154238216
1174,YEM,64,14,89604,0.1562430248649614,17,COERCE,1724,Impose state of emergency or martial law,-5.0,25.5,357,3.2627377747075506
1175,YEM,64,27,89604,0.3013258336681398,18,ASSAULT,1821,Sexually assault,-9.0,7.074074074074075,191,3.8046247263467596
1176,YEM,64,611,89604,6.8188920137493865,19,FIGHT,192,Occupy territory,-9.5,8.662847790507364,5293,3.6472703954205534
1177,YEM,64,406,89604,4.53104772108388,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,6.8423645320197055,2778,3.9709618233744415
1178,KEN,64,787,159062,4.947756220844703,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,6.3113087674714095,4967,4.526115132974692
1179,KEN,64,6,159062,0.037721140184330634,18,ASSAULT,1832,Carry out car bombing,-10.0,13.0,78,4.1651522930189255
1180,KEN,64,508,159062,3.1937232022733277,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,6.360236220472437,3231,4.00159643139486
1181,KEN,64,7,159062,0.04400799688171908,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,6.0,42,5.289949660892465
1182,KEN,64,5006,159062,31.47200462712653,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,6.807630842988416,34079,4.018456019745541
1183,KEN,64,95,159062,0.5972513862519018,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,6.54736842105263,622,4.934539582307725
1184,KEN,64,23,159062,0.14459770403993413,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,3.8695652173913038,89,5.89101733803972
1185,KEN,64,134,159062,0.8424387974500509,19,FIGHT,195,Employ aerial weapons,-10.0,4.76865671641791,639,3.5685550156080974
1186,KEN,64,16,159062,0.10058970715821504,18,ASSAULT,185,Attempt to assassinate,-8.0,2.500000000000001,40,5.179581212919572
1187,KEN,64,48,159062,0.3017691214746451,18,ASSAULT,1831,Carry out suicide bombing,-10.0,4.833333333333334,232,4.196286916223268
1188,KEN,64,272,159062,1.7100250216896558,18,ASSAULT,1822,Torture,-9.0,5.724264705882349,1557,4.393214281036467
1189,KEN,64,5811,159062,36.532924268524226,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,7.6091894682498715,44217,4.130035006426168
1190,KEN,64,773,159062,4.859740227081264,19,FIGHT,192,Occupy territory,-9.5,6.714100905562747,5190,4.388506814636273
1191,KEN,64,78,159062,0.4903748223962983,18,ASSAULT,1823,Kill by physical assault,-10.0,5.782051282051281,451,2.697112140756015
1192,KEN,64,17,159062,0.10687656385560347,17,COERCE,1724,Impose state of emergency or martial law,-5.0,3.8235294117647056,65,3.7334955033318793
1193,KEN,64,113,159062,0.7104148068048937,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,6.7610619469026565,764,3.494579788229431
1194,KEN,64,3,159062,0.018860570092165317,17,COERCE,1722,Ban political parties or politicians,-5.0,12.0,36,6.937721883353712
1195,KEN,64,258,159062,1.6220090279262176,17,COERCE,174,Expel or deport individuals,-5.0,7.06201550387597,1822,4.2445103198154985
1196,KEN,64,3,159062,0.018860570092165317,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,9.666666666666666,29,6.052948857246336
1197,KEN,64,174,159062,1.0939130653455884,18,ASSAULT,182,"Physically assault, not specified below",-9.5,6.545977011494252,1139,3.7606433487176605
1198,KEN,64,51,159062,0.3206296915668104,17,COERCE,171,"Seize or damage property, not specified below",-9.2,5.862745098039214,299,4.481622359876059
1199,KEN,64,185,159062,1.1630684890168612,18,ASSAULT,1821,Sexually assault,-9.0,8.789189189189187,1626,4.873187049242084
1200,KEN,64,67,159062,0.4212193987250255,17,COERCE,1711,Confiscate property,-9.2,6.880597014925373,461,3.6456568334569095
1201,KEN,64,1580,159062,9.933233581873736,19,FIGHT,193,Fight with small arms and light weapons,-10.0,7.470253164556961,11803,3.7022421906384397
1202,KEN,64,229,159062,1.439690183701953,17,COERCE,1712,Destroy property,-9.2,6.7772925764192165,1552,4.366464607550318
1203,KEN,64,1162,159062,7.305327482365366,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,7.252151462994838,8427,4.4306336105713715
1204,KEN,64,175,159062,1.100199922042977,19,FIGHT,194,Fight with artillery and tanks,-10.0,5.371428571428576,940,3.88472129685389
1205,KEN,64,59,159062,0.3709245451459179,17,COERCE,175,Use tactics of violent repression  ,-9.0,11.915254237288131,703,3.6703352414137678
1206,KEN,64,65,159062,0.4086456853302486,17,COERCE,170,"Coerce, not specified below ",-7.0,11.107692307692306,722,4.408828166888983
1207,KEN,64,42,159062,0.2640479812903145,17,COERCE,1723,Impose curfew,-5.0,6.166666666666665,259,3.5604196168751585
1208,KEN,64,43,159062,0.2703348379877029,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,10.488372093023257,451,4.137054243177415
1209,KEN,64,155,159062,0.974462788095208,18,ASSAULT,186,Assassinate ,-10.0,7.451612903225808,1155,4.766991864659032
1210,USA,64,182611,4948246,36.90418786778184,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,7.812481175832782,1426645,4.179225585169868
1211,USA,64,6018,4948246,1.2161885241760413,18,ASSAULT,1822,Torture,-9.0,8.374875373878357,50400,5.039385860399907
1212,USA,64,2928,4948246,0.5917248253219424,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,7.864071038251366,23026,5.364493797629065
1213,USA,64,107,4948246,0.02162382387617754,17,COERCE,1722,Ban political parties or politicians,-5.0,6.2803738317757025,672,5.044230812371698
1214,USA,64,7115,4948246,1.437883241859843,18,ASSAULT,1821,Sexually assault,-9.0,7.870133520730853,55996,4.0158635110833885
1215,USA,64,6373,4948246,1.2879311174100885,18,ASSAULT,182,"Physically assault, not specified below",-9.5,6.848736858622309,43647,3.733775179645725
1216,USA,64,38369,4948246,7.754060731822952,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,8.922932575777322,342364,5.024568866985783
1217,USA,64,170,4948246,0.034355608027571795,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,4.7176470588235295,802,5.526043609497283
1218,USA,64,5389,4948246,1.0890727744740256,19,FIGHT,195,Employ aerial weapons,-10.0,9.304509185377617,50142,4.066175146442445
1219,USA,64,1666,4948246,0.3366849586702036,17,COERCE,1711,Confiscate property,-9.2,8.018007202881147,13358,4.304681455135491
1220,USA,64,247,4948246,0.04991667754594254,18,ASSAULT,185,Attempt to assassinate,-8.0,6.502024291497978,1606,4.4953828398006435
1221,USA,64,176324,4948246,35.63363664619746,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,8.349249109593693,1472173,4.4247224228417545
1222,USA,64,2626,4948246,0.5306930981200207,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,9.341584158415843,24531,3.4486970726488195
1223,USA,64,54,4948246,0.010912957844052216,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,4.9259259259259265,266,5.120937992962847
1224,USA,64,416,4948246,0.08407019376158742,17,COERCE,1724,Impose state of emergency or martial law,-5.0,8.76201923076923,3645,3.759604792364864
1225,USA,64,24381,4948246,4.927200466589576,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,7.619252696772072,185765,3.825489854073683
1226,USA,64,9309,4948246,1.8812726772274455,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,7.618111504995165,70917,4.3489529198120245
1227,USA,64,4,4948246,0.0008083672477075715,18,ASSAULT,1833,Carry out roadside bombing ,-10.0,3.5,14,3.4948678354073923
1228,USA,64,1939,4948246,0.3918560233262453,18,ASSAULT,1831,Carry out suicide bombing,-10.0,8.534296028880865,16548,3.5438729807141525
1229,USA,64,7030,4948246,1.4207054378460569,18,ASSAULT,186,Assassinate ,-10.0,6.755192034139403,47489,5.75440090171754
1230,USA,64,1775,4948246,0.35871296617023485,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,8.081126760563379,14344,4.312769011300125
1231,USA,64,68267,4948246,13.796201724813194,19,FIGHT,193,Fight with small arms and light weapons,-10.0,8.066093427278195,550648,3.8886566909674114
1232,USA,64,29,4948246,0.005860662545879893,18,ASSAULT,184,Use as human shield ,-8.0,19.896551724137932,577,4.3359295037965975
1233,USA,64,21046,4948246,4.2532242738133865,19,FIGHT,192,Occupy territory,-9.5,7.391855934619406,155569,5.4039663775426625
1234,USA,64,5665,4948246,1.144850114565848,17,COERCE,174,Expel or deport individuals,-5.0,7.283142100617825,41259,4.530668799361849
1235,USA,64,607,4948246,0.122669729839624,18,ASSAULT,1832,Carry out car bombing,-10.0,7.339373970345963,4455,3.3764235790716968
1236,USA,64,6276,4948246,1.2683282116531798,19,FIGHT,194,Fight with artillery and tanks,-10.0,8.566124920331418,53761,4.15564609786317
1237,USA,64,1554,4948246,0.31405067573439155,17,COERCE,170,"Coerce, not specified below ",-7.0,7.791505791505793,12108,4.6953960865620346
1238,USA,64,6683,4948246,1.3505795791074249,17,COERCE,1712,Destroy property,-9.2,8.02079904234625,53603,4.139186274022297
1239,USA,64,438,4948246,0.08851621362397907,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,5.805936073059361,2543,4.789602362804869
1240,USA,64,871,4948246,0.1760219681883237,17,COERCE,1723,Impose curfew,-5.0,6.344431687715269,5526,4.070282028689462
1241,USA,64,2650,4948246,0.5355433016062661,17,COERCE,171,"Seize or damage property, not specified below",-9.2,7.343018867924527,19459,3.9163893362998814
1242,USA,64,1497,4948246,0.30253144245455865,17,COERCE,175,Use tactics of violent repression  ,-9.0,9.87174348697395,14778,4.2890029045852796
1243,USA,64,1174,4948246,0.23725578720217225,18,ASSAULT,1823,Kill by physical assault,-10.0,6.75894378194208,7935,3.5541954580278285
1244,USA,64,18,4948246,0.0036376526146840718,19,FIGHT,196,Violate ceasefire ,-9.5,4.611111111111111,83,4.969642084296137
1245,IND,64,245,687128,0.3565565658800107,17,COERCE,1723,Impose curfew,-5.0,6.889795918367348,1688,3.7804541958540683
1246,IND,64,525,687128,0.7640497840285944,17,COERCE,174,Expel or deport individuals,-5.0,6.624761904761901,3478,4.919400588209445
1247,IND,64,37,687128,0.05384731811249142,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,4.648648648648648,172,5.5769492539938925
1248,IND,64,206,687128,0.2997985819236008,17,COERCE,1711,Confiscate property,-9.2,7.7184466019417455,1590,3.4498999577306866
1249,IND,64,104,687128,0.15135462388375964,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,4.375000000000002,455,5.31398255666053
1250,IND,64,1577,687128,2.2950600179297016,17,COERCE,1712,Destroy property,-9.2,6.3069118579581485,9946,4.280093076990214
1251,IND,64,29589,687128,43.061845827851585,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,6.8676873162323835,203208,3.8952357266776607
1252,IND,64,20,687128,0.02910665843918455,18,ASSAULT,185,Attempt to assassinate,-8.0,5.55,111,3.3373306609700526
1253,IND,64,469,687128,0.6825511403988777,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,7.925373134328361,3717,4.293678256298608
1254,IND,64,4757,687128,6.9230187097600435,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,6.903720832457432,32841,4.686064528124434
1255,IND,64,25,687128,0.03638332304898069,19,FIGHT,196,Violate ceasefire ,-9.5,5.36,134,3.0871294824666458
1256,IND,64,3902,687128,5.6787090614849065,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,7.085853408508455,27649,3.6582288093960686
1257,IND,64,246,687128,0.35801189880196993,17,COERCE,170,"Coerce, not specified below ",-7.0,6.373983739837398,1568,4.363125192425017
1258,IND,64,151,687128,0.21975527121584332,18,ASSAULT,1831,Carry out suicide bombing,-10.0,6.284768211920529,949,3.802575443309393
1259,IND,64,2073,687128,3.0169051472214785,19,FIGHT,192,Occupy territory,-9.5,6.850940665701879,14202,4.544928927207907
1260,IND,64,624,687128,0.908127743302558,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,6.9711538461538485,4350,3.61380772829332
1261,IND,64,304,687128,0.4424212082756051,18,ASSAULT,1823,Kill by physical assault,-10.0,6.634868421052633,2017,3.1523353826864837
1262,IND,64,1764,687128,2.5672072743360768,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,6.078798185941043,10723,3.7554201381336916
1263,IND,64,66,687128,0.096051972849309,17,COERCE,1722,Ban political parties or politicians,-5.0,6.757575757575758,446,4.98275004717479
1264,IND,64,8300,687128,12.079263252261589,19,FIGHT,193,Fight with small arms and light weapons,-10.0,6.829518072289157,56685,3.6106338144563197
1265,IND,64,10,687128,0.014553329219592275,17,COERCE,1724,Impose state of emergency or martial law,-5.0,8.700000000000001,87,4.931717485812488
1266,IND,64,391,687128,0.569035172486058,19,FIGHT,195,Employ aerial weapons,-10.0,6.411764705882352,2507,4.1322892217990566
1267,IND,64,531,687128,0.7727817815603497,19,FIGHT,194,Fight with artillery and tanks,-10.0,6.274952919020716,3332,3.8632844337609713
1268,IND,64,57,687128,0.08295397655167598,18,ASSAULT,1832,Carry out car bombing,-10.0,5.8771929824561395,335,3.7512829489166575
1269,IND,64,455,687128,0.6621764794914485,18,ASSAULT,1822,Torture,-9.0,7.342857142857142,3341,4.365681157770567
1270,IND,64,672,687128,0.9779837235566008,18,ASSAULT,186,Assassinate ,-10.0,5.7113095238095255,3838,5.0263244136485525
1271,IND,64,543,687128,0.7902457766238604,17,COERCE,175,Use tactics of violent repression  ,-9.0,8.56537753222836,4651,3.7272455998913134
1272,IND,64,281,687128,0.4089485510705429,17,COERCE,171,"Seize or damage property, not specified below",-9.2,7.800711743772242,2192,4.163622629979576
1273,IND,64,1522,687128,2.2150167072219435,18,ASSAULT,1821,Sexually assault,-9.0,7.662286465177398,11662,3.6415862173125966
1274,IND,64,507,687128,0.7378537914333283,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,7.09467455621302,3597,3.0568446010410613
1275,IND,64,7,687128,0.010187330453714592,18,ASSAULT,184,Use as human shield ,-8.0,7.7142857142857135,54,5.063710141726554
1276,IND,64,21422,687128,31.176141854210574,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,5.78223321818691,123867,3.794366450286805
1277,IND,64,1868,687128,2.7185618982198365,18,ASSAULT,182,"Physically assault, not specified below",-9.5,6.911134903640256,12910,3.097484841937819
1278,MEX,64,4,186301,0.02147063086081127,17,COERCE,1722,Ban political parties or politicians,-5.0,5.25,21,7.292384708086826
1279,MEX,64,989,186301,5.308613480335586,19,FIGHT,192,Occupy territory,-9.5,9.170879676440851,9070,4.268559117570268
1280,MEX,64,479,186301,2.5711080455821493,17,COERCE,170,"Coerce, not specified below ",-7.0,14.014613778705645,6713,3.46468683192281
1281,MEX,64,12,186301,0.06441189258243381,17,COERCE,1723,Impose curfew,-5.0,7.833333333333332,94,4.534501495970798
1282,MEX,64,137,186301,0.7353691069827859,17,COERCE,1712,Destroy property,-9.2,8.518248175182487,1167,3.3446856470774637
1283,MEX,64,1166,186301,6.2586888959264835,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,9.761578044596911,11382,3.482122647859549
1284,MEX,64,367,186301,1.969930381479434,18,ASSAULT,182,"Physically assault, not specified below",-9.5,9.825613079019076,3606,3.206664997676317
1285,MEX,64,1821,186301,9.77450469938433,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,10.2613948380011,18686,3.9062089348735793
1286,MEX,64,5656,186301,30.35947203718713,19,FIGHT,193,Fight with small arms and light weapons,-10.0,11.048444130127297,62490,2.9843478234695797
1287,MEX,64,309,186301,1.6586062339976704,17,COERCE,174,Expel or deport individuals,-5.0,7.210355987055017,2228,4.044078103191551
1288,MEX,64,163,186301,0.8749282075780592,17,COERCE,1711,Confiscate property,-9.2,8.128834355828221,1325,3.1743343704683085
1289,MEX,64,143,186301,0.7675750532740028,17,COERCE,171,"Seize or damage property, not specified below",-9.2,13.062937062937069,1868,3.2149837723319803
1290,MEX,64,3,186301,0.016102973145608452,20,USE UNCONVENTIONAL MASS VIOLENCE,201,Engage in mass expulsion,-9.5,12.0,36,2.4787251339743928
1291,MEX,64,284,186301,1.5244147911176003,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,10.214788732394368,2901,4.445925026376112
1292,MEX,64,651,186301,3.4943451725970336,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,6.757296466973884,4399,3.405348214729363
1293,MEX,64,66,186301,0.3542654092033859,19,FIGHT,194,Fight with artillery and tanks,-10.0,7.166666666666669,473,4.862056268734475
1294,MEX,64,183,186301,0.9822813618821156,18,ASSAULT,1821,Sexually assault,-9.0,6.55191256830601,1199,4.196415498054393
1295,MEX,64,7085,186301,38.02985491221196,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,7.744107268877912,54867,3.5759651011159264
1296,MEX,64,11657,186301,62.570785986119226,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,9.5307540533585,111100,3.556357370236042
1297,MEX,64,48,186301,0.25764757032973523,17,COERCE,175,Use tactics of violent repression  ,-9.0,11.708333333333336,562,3.4399714740396816
1298,MEX,64,84,186301,0.4508832480770366,19,FIGHT,195,Employ aerial weapons,-10.0,9.16666666666667,770,3.4656101002828823
1299,MEX,64,15,186301,0.08051486572804226,18,ASSAULT,185,Attempt to assassinate,-8.0,4.533333333333334,68,4.467023140851149
1300,MEX,64,264,186301,1.4170616368135436,18,ASSAULT,186,Assassinate ,-10.0,6.7727272727272725,1788,3.5183969835221807
1301,MEX,64,24,186301,0.12882378516486762,17,COERCE,1724,Impose state of emergency or martial law,-5.0,16.666666666666664,400,3.2870779886961814
1302,MEX,64,1,186301,0.005367657715202818,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,9.0,9,2.73556231003039
1303,MEX,64,58,186301,0.3113241474817634,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,14.000000000000002,812,2.921306668612243
1304,MEX,64,9,186301,0.04830891943682535,18,ASSAULT,1831,Carry out suicide bombing,-10.0,8.0,72,4.698523722299811
1305,MEX,64,346,186301,1.857209569460175,18,ASSAULT,1822,Torture,-9.0,8.294797687861271,2870,3.651159597475732
1306,MEX,64,100,186301,0.5367657715202817,18,ASSAULT,1823,Kill by physical assault,-10.0,7.01,701,2.870286042354672
1307,MEX,64,4,186301,0.02147063086081127,18,ASSAULT,1832,Carry out car bombing,-10.0,7.0,28,5.119030483917498
1308,MEX,64,35,186301,0.1878680200320986,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,14.057142857142857,492,3.0796668565296637
1309,MEX,64,154,186301,0.8266192881412339,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,13.623376623376625,2098,4.0384921144144785
1310,TCD,64,134,19479,6.879203244519738,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,6.8955223880597005,924,5.19766488702439
1311,TCD,64,3,19479,0.15401201293700909,17,COERCE,1723,Impose curfew,-5.0,2.6666666666666665,8,4.12371134020619
1312,TCD,64,2,19479,0.1026746752913394,20,USE UNCONVENTIONAL MASS VIOLENCE,203,Engage in ethnic cleansing,-10.0,4.5,9,6.5471551052221395
1313,TCD,64,1430,19479,73.41239283330766,19,FIGHT,190,"Use conventional military force, not specified below",-10.0,7.444755244755247,10646,4.1249986154212825
1314,TCD,64,177,19479,9.086708763283537,18,ASSAULT,181,"Abduct, hijack, or take hostage ",-9.0,6.841807909604518,1211,5.3331102803080705
1315,TCD,64,39,19479,2.002156168181118,17,COERCE,174,Expel or deport individuals,-5.0,7.051282051282049,275,5.026422837682735
1316,TCD,64,8,19479,0.4106987011653576,17,COERCE,1721,Impose restrictions on political freedoms  ,-5.0,3.75,30,4.623958997221822
1317,TCD,64,4,19479,0.2053493505826788,19,FIGHT,191,"Impose blockade, restrict movement ",-9.5,10.25,41,2.9993228198681825
1318,TCD,64,2,19479,0.1026746752913394,20,USE UNCONVENTIONAL MASS VIOLENCE,202,Engage in mass killings,-10.0,13.5,27,5.14095380317434
1319,TCD,64,163,19479,8.36798603624416,19,FIGHT,193,Fight with small arms and light weapons,-10.0,5.472392638036811,892,3.774847970831824
1320,TCD,64,51,19479,2.6182042199291544,18,ASSAULT,1821,Sexually assault,-9.0,7.411764705882355,378,6.048874754554934
1321,TCD,64,135,19479,6.930540582165409,19,FIGHT,195,Employ aerial weapons,-10.0,4.822222222222221,651,4.188454575547385
1322,TCD,64,9,19479,0.4620360388110272,18,ASSAULT,183,"Conduct suicide, car, or other non-military bombing, not spec below",-10.0,3.5555555555555562,32,6.451692470495707
1323,TCD,64,19,19479,0.9754094152677242,17,COERCE,1712,Destroy property,-9.2,3.8947368421052633,74,5.326337928482395
1324,TCD,64,37,19479,1.8994814928897787,18,ASSAULT,1822,Torture,-9.0,6.0540540540540535,224,4.60182388999579
1325,TCD,64,1,19479,0.051337337645669695,18,ASSAULT,1823,Kill by physical assault,-10.0,3.0,3,2.36486486486486
1326,TCD,64,531,19479,27.26012628985061,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,5.58003766478343,2963,4.460800076725638
1327,TCD,64,11,19479,0.5647107141023666,18,ASSAULT,186,Assassinate ,-10.0,7.818181818181817,86,5.933238351179744
1328,TCD,64,2,19479,0.1026746752913394,17,COERCE,1711,Confiscate property,-9.2,2.0,4,5.753689501836695
1329,TCD,64,90,19479,4.6203603881102735,18,ASSAULT,180,"Use unconventional violence, not specified below",-9.0,5.666666666666665,510,4.0567663230103
1330,TCD,64,2,19479,0.1026746752913394,17,COERCE,171,"Seize or damage property, not specified below",-9.2,6.5,13,5.527248492496425
1331,TCD,64,1,19479,0.051337337645669695,18,ASSAULT,184,Use as human shield ,-8.0,5.0,5,3.68663594470046
1332,TCD,64,161,19479,8.26531136095282,19,FIGHT,192,Occupy territory,-9.5,7.062111801242236,1137,4.554197978317509
1333,TCD,64,8,19479,0.4106987011653576,19,FIGHT,194,Fight with artillery and tanks,-10.0,7.5000000000000036,60,4.485026885939728
1334,TCD,64,17,19479,0.8727347399763848,18,ASSAULT,182,"Physically assault, not specified below",-9.5,2.8235294117647065,48,3.9999639706699934
1335,TCD,64,6,19479,0.30802402587401817,17,COERCE,170,"Coerce, not specified below ",-7.0,5.0,30,3.290080730028773
1336,CAN,77,158,464445,0.3401909806327983,17,COERCE,1711,Confiscate property,-9.2,4.746835443037977,750,4.3537661536597785
1337,CAN,77,4284,464445,9.223912411588024,17,COERCE,172,"Impose administrative sanctions, not specified below",-5.0,8.283146591970125,35485,4.921236502689065
1338,CAN,77,38,464445,0.08181808394966034,18,ASSAULT,185,Attempt to assassinate,-8.0,7.947368421052634,302,4.103534594881187
1339,CAN,77,2,464445,0.0043062149447189646,18,ASSAULT,1833,Carry out roadside bombing ,-10.0,11.5,23,3.85956438964199
1340,CAN,77,174,464445,0.37464070019055,18,ASSAULT,1823,Kill by physical assault,-10.0,7.183908045977009,1250,4.0751463768303084
1341,CAN,77,204,464445,0.4392339243613345,17,COERCE,171,"Seize or damage property, not specified below",-9.2,8.093137254901968,1651,3.98738945996331
1342,CAN,77,15362,464445,33.07603699038637,17,COERCE,173,"Arrest, detain, or charge with legal action ",-5.0,7.249576878010672,111368,4.198066698852536
1343,CAN,77,403,464445,0.8677023113608716,18,ASSAULT,1821,Sexually assault,-9.0,6.925558312655088,2791,4.39230822248994
